Time,Rx_ID,Rx_Delay,Rx_Gap,Inst_Tp,Avg_Tp,LossRate
1.036,1,0.00484458,0,965.251,27777.8,0
1.056,2,0.00484458,0.02,0,35714.3,0
1.076,3,0.00484458,0.02,0,39473.7,0
1.096,4,0.00484458,0.02,0,41666.7,0
1.116,5,0.00484458,0.02,0,43103.4,0
1.136,6,0.00484458,0.02,50000,44117.6,0
1.156,7,0.00484458,0.02,0,44871.8,0
1.176,8,0.00484458,0.02,0,45454.5,0
1.196,9,0.00484458,0.02,0,45918.4,0
1.216,10,0.00484458,0.02,0,46296.3,0
1.236,11,0.00484458,0.02,50000,46610.2,0
1.256,12,0.00484458,0.02,0,46875,0
1.276,13,0.00484458,0.02,0,47101.4,0
1.296,14,0.00484458,0.02,0,47297.3,0
1.316,15,0.00484458,0.02,0,47468.4,0
1.336,16,0.00484458,0.02,50000,47619,0
1.356,17,0.00484458,0.02,0,47752.8,0
1.376,18,0.00484458,0.02,0,47872.3,0
1.396,19,0.00484458,0.02,0,47979.8,0
1.416,20,0.00484458,0.02,0,48076.9,0
1.436,21,0.00484458,0.02,50000,48165.1,0
1.456,22,0.00484458,0.02,0,48245.6,0
1.476,23,0.00484458,0.02,0,48319.3,0
1.496,24,0.00484458,0.02,0,48387.1,0
1.516,25,0.00484458,0.02,0,48449.6,0
1.536,26,0.00484458,0.02,50000,48507.5,0
1.556,27,0.00484458,0.02,0,48561.2,0
1.576,28,0.00484458,0.02,0,48611.1,0
1.596,29,0.00484458,0.02,0,48657.7,0
1.616,30,0.00484458,0.02,0,48701.3,0
1.636,31,0.00484458,0.02,50000,48742.1,0
1.656,32,0.00484458,0.02,0,48780.5,0
1.676,33,0.00484458,0.02,0,48816.6,0
1.696,34,0.00484458,0.02,0,48850.6,0
1.716,35,0.00484458,0.02,0,48882.7,0
1.736,36,0.00484458,0.02,50000,48913,0
1.756,37,0.00484458,0.02,0,48941.8,0
1.776,38,0.00484458,0.02,0,48969.1,0
1.796,39,0.00484458,0.02,0,48995,0
1.816,40,0.00484458,0.02,0,49019.6,0
1.836,41,0.00484458,0.02,50000,49043.1,0
1.856,42,0.00484458,0.02,0,49065.4,0
1.876,43,0.00484458,0.02,0,49086.8,0
1.896,44,0.00484458,0.02,0,49107.1,0
1.916,45,0.00484458,0.02,0,49126.6,0
1.936,46,0.00484458,0.02,50000,49145.3,0
1.956,47,0.00484458,0.02,0,49163.2,0
1.976,48,0.00484458,0.02,0,49180.3,0
1.996,49,0.00484458,0.02,0,49196.8,0
2.016,50,0.00484458,0.02,0,49212.6,0
2.036,51,0.00484458,0.02,50000,49227.8,0
2.056,52,0.00484458,0.02,0,49242.4,0
2.076,53,0.00484458,0.02,0,49256.5,0
2.096,54,0.00484458,0.02,0,49270.1,0
2.116,55,0.00484458,0.02,0,49283.2,0
2.136,56,0.00484458,0.02,50000,49295.8,0
2.156,57,0.00484458,0.02,0,49308,0
2.176,58,0.00484458,0.02,0,49319.7,0
2.196,59,0.00484458,0.02,0,49331.1,0
2.216,60,0.00484458,0.02,0,49342.1,0
2.236,61,0.00484458,0.02,50000,49352.8,0
2.256,62,0.00484458,0.02,0,49363.1,0
2.276,63,0.00484458,0.02,0,49373,0
2.296,64,0.00484458,0.02,0,49382.7,0
2.316,65,0.00484458,0.02,0,49392.1,0
2.336,66,0.00484458,0.02,50000,49401.2,0
2.356,67,0.00484458,0.02,0,49410,0
2.376,68,0.00484458,0.02,0,49418.6,0
2.396,69,0.00484458,0.02,0,49426.9,0
2.416,70,0.00484458,0.02,0,49435,0
2.436,71,0.00484458,0.02,50000,49442.9,0
2.456,72,0.00484458,0.02,0,49450.5,0
2.476,73,0.00484458,0.02,0,49458,0
2.496,74,0.00484458,0.02,0,49465.2,0
2.516,75,0.00484458,0.02,0,49472.3,0
2.536,76,0.00484458,0.02,50000,49479.2,0
2.556,77,0.00484458,0.02,0,49485.9,0
2.576,78,0.00484458,0.02,0,49492.4,0
2.596,79,0.00484458,0.02,0,49498.7,0
2.616,80,0.00484458,0.02,0,49505,0
2.636,81,0.00484458,0.02,50000,49511,0
2.656,82,0.00484458,0.02,0,49516.9,0
2.676,83,0.00484458,0.02,0,49522.7,0
2.696,84,0.00484458,0.02,0,49528.3,0
2.716,85,0.00484458,0.02,0,49533.8,0
2.736,86,0.00484458,0.02,50000,49539.2,0
2.756,87,0.00484458,0.02,0,49544.4,0
2.776,88,0.00484458,0.02,0,49549.5,0
2.796,89,0.00484458,0.02,0,49554.6,0
2.816,90,0.00484458,0.02,0,49559.5,0
2.836,91,0.00484458,0.02,50000,49564.3,0
2.856,92,0.00484458,0.02,0,49569,0
2.876,93,0.00484458,0.02,0,49573.6,0
2.896,94,0.00484458,0.02,0,49578.1,0
2.916,95,0.00484458,0.02,0,49582.5,0
2.936,96,0.00484458,0.02,50000,49586.8,0
2.956,97,0.00484458,0.02,0,49591,0
2.976,98,0.00484458,0.02,0,49595.1,0
2.996,99,0.00484458,0.02,0,49599.2,0
3.016,100,0.00484458,0.02,0,49603.2,0
3.036,101,0.00484458,0.02,50000,49607.1,0
3.056,102,0.00484458,0.02,0,49610.9,0
3.076,103,0.00484458,0.02,0,49614.6,0
3.096,104,0.00484458,0.02,0,49618.3,0
3.116,105,0.00484458,0.02,0,49621.9,0
3.136,106,0.00484458,0.02,50000,49625.5,0
3.156,107,0.00484458,0.02,0,49628.9,0
3.176,108,0.00484458,0.02,0,49632.4,0
3.196,109,0.00484458,0.02,0,49635.7,0
3.216,110,0.00484458,0.02,0,49639,0
3.236,111,0.00484458,0.02,50000,49642.2,0
3.256,112,0.00484458,0.02,0,49645.4,0
3.276,113,0.00484458,0.02,0,49648.5,0
3.296,114,0.00484458,0.02,0,49651.6,0
3.316,115,0.00484458,0.02,0,49654.6,0
3.336,116,0.00484458,0.02,50000,49657.5,0
3.356,117,0.00484458,0.02,0,49660.4,0
3.376,118,0.00484458,0.02,0,49663.3,0
3.396,119,0.00484458,0.02,0,49666.1,0
3.416,120,0.00484458,0.02,0,49668.9,0
3.436,121,0.00484458,0.02,50000,49671.6,0
3.456,122,0.00484458,0.02,0,49674.3,0
3.476,123,0.00484458,0.02,0,49676.9,0
3.496,124,0.00484458,0.02,0,49679.5,0
3.516,125,0.00484458,0.02,0,49682,0
3.536,126,0.00484458,0.02,50000,49684.5,0
3.556,127,0.00484458,0.02,0,49687,0
3.576,128,0.00484458,0.02,0,49689.4,0
3.596,129,0.00484458,0.02,0,49691.8,0
3.616,130,0.00484458,0.02,0,49694.2,0
3.636,131,0.00484458,0.02,50000,49696.5,0
3.656,132,0.00484458,0.02,0,49698.8,0
3.676,133,0.00484458,0.02,0,49701,0
3.696,134,0.00484458,0.02,0,49703.3,0
3.716,135,0.00484458,0.02,0,49705.4,0
3.736,136,0.00484458,0.02,50000,49707.6,0
3.756,137,0.00484458,0.02,0,49709.7,0
3.776,138,0.00484458,0.02,0,49711.8,0
3.796,139,0.00484458,0.02,0,49713.9,0
3.816,140,0.00484458,0.02,0,49715.9,0
3.836,141,0.00484458,0.02,50000,49717.9,0
3.856,142,0.00484458,0.02,0,49719.9,0
3.876,143,0.00484458,0.02,0,49721.8,0
3.896,144,0.00484458,0.02,0,49723.8,0
3.916,145,0.00484458,0.02,0,49725.7,0
3.936,146,0.00484458,0.02,50000,49727.5,0
3.956,147,0.00484458,0.02,0,49729.4,0
3.976,148,0.00484458,0.02,0,49731.2,0
3.996,149,0.00484458,0.02,0,49733,0
4.016,150,0.00484458,0.02,0,49734.7,0
4.036,151,0.00484458,0.02,50000,49736.5,0
4.056,152,0.00484458,0.02,0,49738.2,0
4.076,153,0.00484458,0.02,0,49739.9,0
4.096,154,0.00484458,0.02,0,49741.6,0
4.116,155,0.00484458,0.02,0,49743.3,0
4.136,156,0.00484458,0.02,50000,49744.9,0
4.156,157,0.00484458,0.02,0,49746.5,0
4.176,158,0.00484458,0.02,0,49748.1,0
4.196,159,0.00484458,0.02,0,49749.7,0
4.216,160,0.00484458,0.02,0,49751.2,0
4.236,161,0.00484458,0.02,50000,49752.8,0
4.256,162,0.00484458,0.02,0,49754.3,0
4.276,163,0.00484458,0.02,0,49755.8,0
4.296,164,0.00484458,0.02,0,49757.3,0
4.316,165,0.00484458,0.02,0,49758.7,0
4.336,166,0.00484458,0.02,50000,49760.2,0
4.356,167,0.00484458,0.02,0,49761.6,0
4.376,168,0.00484458,0.02,0,49763,0
4.396,169,0.00484458,0.02,0,49764.4,0
4.416,170,0.00484458,0.02,0,49765.8,0
4.436,171,0.00484458,0.02,50000,49767.2,0
4.456,172,0.00484458,0.02,0,49768.5,0
4.476,173,0.00484458,0.02,0,49769.9,0
4.496,174,0.00484458,0.02,0,49771.2,0
4.516,175,0.00484458,0.02,0,49772.5,0
4.536,176,0.00484458,0.02,50000,49773.8,0
4.556,177,0.00484458,0.02,0,49775,0
4.576,178,0.00484458,0.02,0,49776.3,0
4.596,179,0.00484458,0.02,0,49777.5,0
4.616,180,0.00484458,0.02,0,49778.8,0
4.636,181,0.00484458,0.02,50000,49780,0
4.656,182,0.00484458,0.02,0,49781.2,0
4.676,183,0.00484458,0.02,0,49782.4,0
4.696,184,0.00484458,0.02,0,49783.5,0
4.716,185,0.00484458,0.02,0,49784.7,0
4.736,186,0.00484458,0.02,50000,49785.9,0
4.756,187,0.00484458,0.02,0,49787,0
4.776,188,0.00484458,0.02,0,49788.1,0
4.796,189,0.00484458,0.02,0,49789.3,0
4.816,190,0.00484458,0.02,0,49790.4,0
4.836,191,0.00484458,0.02,50000,49791.4,0
4.856,192,0.00484458,0.02,0,49792.5,0
4.876,193,0.00484458,0.02,0,49793.6,0
4.896,194,0.00484458,0.02,0,49794.7,0
4.916,195,0.00484458,0.02,0,49795.7,0
4.936,196,0.00484458,0.02,50000,49796.7,0
4.956,197,0.00484458,0.02,0,49797.8,0
4.976,198,0.00484458,0.02,0,49798.8,0
4.996,199,0.00484458,0.02,0,49799.8,0
5.016,200,0.00484458,0.02,0,49800.8,0
5.036,201,0.00484458,0.02,50000,49801.8,0
5.056,202,0.00484458,0.02,0,49802.8,0
5.076,203,0.00484458,0.02,0,49803.7,0
5.096,204,0.00484458,0.02,0,49804.7,0
5.116,205,0.00484458,0.02,0,49805.6,0
5.136,206,0.00484458,0.02,50000,49806.6,0
5.156,207,0.00484458,0.02,0,49807.5,0
5.176,208,0.00484458,0.02,0,49808.4,0
5.196,209,0.00484458,0.02,0,49809.3,0
5.216,210,0.00484458,0.02,0,49810.2,0
5.236,211,0.00484458,0.02,50000,49811.1,0
5.256,212,0.00484458,0.02,0,49812,0
5.276,213,0.00484458,0.02,0,49812.9,0
5.296,214,0.00484458,0.02,0,49813.8,0
5.316,215,0.00484458,0.02,0,49814.6,0
5.336,216,0.00484458,0.02,50000,49815.5,0
5.356,217,0.00484458,0.02,0,49816.3,0
5.376,218,0.00484458,0.02,0,49817.2,0
5.396,219,0.00484458,0.02,0,49818,0
5.416,220,0.00484458,0.02,0,49818.8,0
5.436,221,0.00484458,0.02,50000,49819.7,0
5.456,222,0.00484458,0.02,0,49820.5,0
5.476,223,0.00484458,0.02,0,49821.3,0
5.496,224,0.00484458,0.02,0,49822.1,0
5.516,225,0.00484458,0.02,0,49822.9,0
5.536,226,0.00484458,0.02,50000,49823.6,0
5.556,227,0.00484458,0.02,0,49824.4,0
5.576,228,0.00484458,0.02,0,49825.2,0
5.596,229,0.00484458,0.02,0,49825.9,0
5.616,230,0.00484458,0.02,0,49826.7,0
5.636,231,0.00484458,0.02,50000,49827.4,0
5.656,232,0.00484458,0.02,0,49828.2,0
5.676,233,0.00484458,0.02,0,49828.9,0
5.696,234,0.00484458,0.02,0,49829.6,0
5.716,235,0.00484458,0.02,0,49830.4,0
5.736,236,0.00484458,0.02,50000,49831.1,0
5.756,237,0.00484458,0.02,0,49831.8,0
5.776,238,0.00484458,0.02,0,49832.5,0
5.796,239,0.00484458,0.02,0,49833.2,0
5.816,240,0.00484458,0.02,0,49833.9,0
5.836,241,0.00484458,0.02,50000,49834.6,0
5.856,242,0.00484458,0.02,0,49835.3,0
5.876,243,0.00484458,0.02,0,49835.9,0
5.896,244,0.00484458,0.02,0,49836.6,0
5.916,245,0.00484458,0.02,0,49837.3,0
5.936,246,0.00484458,0.02,50000,49837.9,0
5.956,247,0.00484458,0.02,0,49838.6,0
5.976,248,0.00484458,0.02,0,49839.2,0
5.996,249,0.00484458,0.02,0,49839.9,0
6.016,250,0.00484458,0.02,0,49840.5,0
6.036,251,0.00484458,0.02,50000,49841.1,0
6.056,252,0.00484458,0.02,0,49841.8,0
6.076,253,0.00484458,0.02,0,49842.4,0
6.096,254,0.00484458,0.02,0,49843,0
6.116,255,0.00484458,0.02,0,49843.6,0
6.136,256,0.00484458,0.02,50000,49844.2,0
6.156,257,0.00484458,0.02,0,49844.8,0
6.176,258,0.00484458,0.02,0,49845.4,0
6.196,259,0.00484458,0.02,0,49846,0
6.216,260,0.00484458,0.02,0,49846.6,0
6.236,261,0.00484458,0.02,50000,49847.2,0
6.256,262,0.00484458,0.02,0,49847.8,0
6.276,263,0.00484458,0.02,0,49848.4,0
6.296,264,0.00484458,0.02,0,49848.9,0
6.316,265,0.00484458,0.02,0,49849.5,0
6.336,266,0.00484458,0.02,50000,49850.1,0
6.356,267,0.00484458,0.02,0,49850.6,0
6.376,268,0.00484458,0.02,0,49851.2,0
6.396,269,0.00484458,0.02,0,49851.7,0
6.416,270,0.00484458,0.02,0,49852.3,0
6.436,271,0.00484458,0.02,50000,49852.8,0
6.456,272,0.00484458,0.02,0,49853.4,0
6.476,273,0.00484458,0.02,0,49853.9,0
6.496,274,0.00484458,0.02,0,49854.4,0
6.516,275,0.00484458,0.02,0,49855,0
6.536,276,0.00484458,0.02,50000,49855.5,0
6.556,277,0.00484458,0.02,0,49856,0
6.576,278,0.00484458,0.02,0,49856.5,0
6.596,279,0.00484458,0.02,0,49857,0
6.616,280,0.00484458,0.02,0,49857.5,0
6.636,281,0.00484458,0.02,50000,49858.1,0
6.656,282,0.00484458,0.02,0,49858.6,0
6.676,283,0.00484458,0.02,0,49859.1,0
6.696,284,0.00484458,0.02,0,49859.6,0
6.716,285,0.00484458,0.02,0,49860,0
6.736,286,0.00484458,0.02,50000,49860.5,0
6.756,287,0.00484458,0.02,0,49861,0
6.776,288,0.00484458,0.02,0,49861.5,0
6.796,289,0.00484458,0.02,0,49862,0
6.816,290,0.00484458,0.02,0,49862.4,0
6.836,291,0.00484458,0.02,50000,49862.9,0
6.856,292,0.00484458,0.02,0,49863.4,0
6.876,293,0.00484458,0.02,0,49863.9,0
6.896,294,0.00484458,0.02,0,49864.3,0
6.916,295,0.00484458,0.02,0,49864.8,0
6.936,296,0.00484458,0.02,50000,49865.2,0
6.956,297,0.00484458,0.02,0,49865.7,0
6.976,298,0.00484458,0.02,0,49866.1,0
6.996,299,0.00484458,0.02,0,49866.6,0
7.016,300,0.00484458,0.02,0,49867,0
7.036,301,0.00484458,0.02,50000,49867.5,0
7.056,302,0.00484458,0.02,0,49867.9,0
7.076,303,0.00484458,0.02,0,49868.3,0
7.096,304,0.00484458,0.02,0,49868.8,0
7.116,305,0.00484458,0.02,0,49869.2,0
7.136,306,0.00484458,0.02,50000,49869.6,0
7.156,307,0.00484458,0.02,0,49870,0
7.176,308,0.00484458,0.02,0,49870.5,0
7.196,309,0.00484458,0.02,0,49870.9,0
7.216,310,0.00484458,0.02,0,49871.3,0
7.236,311,0.00484458,0.02,50000,49871.7,0
7.256,312,0.00484458,0.02,0,49872.1,0
7.276,313,0.00484458,0.02,0,49872.5,0
7.296,314,0.00484458,0.02,0,49872.9,0
7.316,315,0.00484458,0.02,0,49873.3,0
7.336,316,0.00484458,0.02,50000,49873.7,0
7.356,317,0.00484458,0.02,0,49874.1,0
7.376,318,0.00484458,0.02,0,49874.5,0
7.396,319,0.00484458,0.02,0,49874.9,0
7.416,320,0.00484458,0.02,0,49875.3,0
7.436,321,0.00484458,0.02,50000,49875.7,0
7.456,322,0.00484458,0.02,0,49876.1,0
7.476,323,0.00484458,0.02,0,49876.5,0
7.496,324,0.00484458,0.02,0,49876.8,0
7.516,325,0.00484458,0.02,0,49877.2,0
7.536,326,0.00484458,0.02,50000,49877.6,0
7.556,327,0.00484458,0.02,0,49878,0
7.576,328,0.00484458,0.02,0,49878.3,0
7.596,329,0.00484458,0.02,0,49878.7,0
7.616,330,0.00484458,0.02,0,49879.1,0
7.636,331,0.00484458,0.02,50000,49879.4,0
7.656,332,0.00484458,0.02,0,49879.8,0
7.676,333,0.00484458,0.02,0,49880.2,0
7.696,334,0.00484458,0.02,0,49880.5,0
7.716,335,0.00484458,0.02,0,49880.9,0
7.736,336,0.00484458,0.02,50000,49881.2,0
7.756,337,0.00484458,0.02,0,49881.6,0
7.776,338,0.00484458,0.02,0,49881.9,0
7.796,339,0.00484458,0.02,0,49882.3,0
7.816,340,0.00484458,0.02,0,49882.6,0
7.836,341,0.00484458,0.02,50000,49883,0
7.856,342,0.00484458,0.02,0,49883.3,0
7.876,343,0.00484458,0.02,0,49883.7,0
7.896,344,0.00484458,0.02,0,49884,0
7.916,345,0.00484458,0.02,0,49884.3,0
7.936,346,0.00484458,0.02,50000,49884.7,0
7.956,347,0.00484458,0.02,0,49885,0
7.976,348,0.00484458,0.02,0,49885.3,0
7.996,349,0.00484458,0.02,0,49885.6,0
8.016,350,0.00484458,0.02,0,49886,0
8.036,351,0.00484458,0.02,50000,49886.3,0
8.056,352,0.00484458,0.02,0,49886.6,0
8.076,353,0.00484458,0.02,0,49886.9,0
8.096,354,0.00484458,0.02,0,49887.3,0
8.116,355,0.00484458,0.02,0,49887.6,0
8.136,356,0.00484458,0.02,50000,49887.9,0
8.156,357,0.00484458,0.02,0,49888.2,0
8.176,358,0.00484458,0.02,0,49888.5,0
8.196,359,0.00484458,0.02,0,49888.8,0
8.216,360,0.00484458,0.02,0,49889.1,0
8.236,361,0.00484458,0.02,50000,49889.4,0
8.256,362,0.00484458,0.02,0,49889.7,0
8.276,363,0.00484458,0.02,0,49890,0
8.296,364,0.00484458,0.02,0,49890.4,0
8.316,365,0.00484458,0.02,0,49890.7,0
8.336,366,0.00484458,0.02,50000,49890.9,0
8.356,367,0.00484458,0.02,0,49891.2,0
8.376,368,0.00484458,0.02,0,49891.5,0
8.396,369,0.00484458,0.02,0,49891.8,0
8.416,370,0.00484458,0.02,0,49892.1,0
8.436,371,0.00484458,0.02,50000,49892.4,0
8.456,372,0.00484458,0.02,0,49892.7,0
8.476,373,0.00484458,0.02,0,49893,0
8.496,374,0.00484458,0.02,0,49893.3,0
8.516,375,0.00484458,0.02,0,49893.6,0
8.536,376,0.00484458,0.02,50000,49893.8,0
8.556,377,0.00484458,0.02,0,49894.1,0
8.576,378,0.00484458,0.02,0,49894.4,0
8.596,379,0.00484458,0.02,0,49894.7,0
8.616,380,0.00484458,0.02,0,49895,0
8.636,381,0.00484458,0.02,50000,49895.2,0
8.656,382,0.00484458,0.02,0,49895.5,0
8.676,383,0.00484458,0.02,0,49895.8,0
8.696,384,0.00484458,0.02,0,49896,0
8.716,385,0.00484458,0.02,0,49896.3,0
8.736,386,0.00484458,0.02,50000,49896.6,0
8.756,387,0.00484458,0.02,0,49896.9,0
8.776,388,0.00484458,0.02,0,49897.1,0
8.796,389,0.00484458,0.02,0,49897.4,0
8.816,390,0.00484458,0.02,0,49897.6,0
8.836,391,0.00484458,0.02,50000,49897.9,0
8.856,392,0.00484458,0.02,0,49898.2,0
8.876,393,0.00484458,0.02,0,49898.4,0
8.896,394,0.00484458,0.02,0,49898.7,0
8.916,395,0.00484458,0.02,0,49898.9,0
8.936,396,0.00484458,0.02,50000,49899.2,0
8.956,397,0.00484458,0.02,0,49899.4,0
8.976,398,0.00484458,0.02,0,49899.7,0
8.996,399,0.00484458,0.02,0,49899.9,0
9.016,400,0.00484458,0.02,0,49900.2,0
9.036,401,0.00484458,0.02,50000,49900.4,0
9.056,402,0.00484458,0.02,0,49900.7,0
9.076,403,0.00484458,0.02,0,49900.9,0
9.096,404,0.00484458,0.02,0,49901.2,0
9.116,405,0.00484458,0.02,0,49901.4,0
9.136,406,0.00484458,0.02,50000,49901.7,0
9.156,407,0.00484458,0.02,0,49901.9,0
9.176,408,0.00484458,0.02,0,49902.2,0
9.196,409,0.00484458,0.02,0,49902.4,0
9.216,410,0.00484458,0.02,0,49902.6,0
9.236,411,0.00484458,0.02,50000,49902.9,0
9.256,412,0.00484458,0.02,0,49903.1,0
9.276,413,0.00484458,0.02,0,49903.3,0
9.296,414,0.00484458,0.02,0,49903.6,0
9.316,415,0.00484458,0.02,0,49903.8,0
9.336,416,0.00484458,0.02,50000,49904,0
9.356,417,0.00484458,0.02,0,49904.3,0
9.376,418,0.00484458,0.02,0,49904.5,0
9.396,419,0.00484458,0.02,0,49904.7,0
9.416,420,0.00484458,0.02,0,49904.9,0
9.436,421,0.00484458,0.02,50000,49905.2,0
9.456,422,0.00484458,0.02,0,49905.4,0
9.476,423,0.00484458,0.02,0,49905.6,0
9.496,424,0.00484458,0.02,0,49905.8,0
9.516,425,0.00484458,0.02,0,49906.1,0
9.536,426,0.00484458,0.02,50000,49906.3,0
9.556,427,0.00484458,0.02,0,49906.5,0
9.576,428,0.00484458,0.02,0,49906.7,0
9.596,429,0.00484458,0.02,0,49906.9,0
9.616,430,0.00484458,0.02,0,49907.1,0
9.636,431,0.00484458,0.02,50000,49907.4,0
9.656,432,0.00484458,0.02,0,49907.6,0
9.676,433,0.00484458,0.02,0,49907.8,0
9.696,434,0.00484458,0.02,0,49908,0
9.716,435,0.00484458,0.02,0,49908.2,0
9.736,436,0.00484458,0.02,50000,49908.4,0
9.756,437,0.00484458,0.02,0,49908.6,0
9.789,438,0.0178446,0.033,0,49835,0
9.803,439,0.0118446,0.014,0,49869.4,0
9.817,440,0.00584458,0.014,0,49903.6,0
9.837,441,0.00584458,0.02,49505,49903.8,0
9.877,442,0.0258446,0.04,0,49791.6,0
9.899,443,0.0278446,0.022,0,49780.9,0
9.91,444,0.0188446,0.011,0,49831.6,0
9.922,445,0.0108446,0.012,0,49876.7,0
9.943,446,0.0118446,0.021,47169.8,49871.4,0
9.962,447,0.0108446,0.019,0,49877.3,0
9.982,448,0.0108446,0.02,0,49877.5,0
9.997,449,0.00584458,0.015,0,49905.5,0
10.028,450,0.0168446,0.031,0,49844.9,0
10.043,451,0.0118446,0.015,50000,49872.8,0
10.057,452,0.00584458,0.014,0,49906.1,0
10.077,453,0.00584458,0.02,0,49906.4,0
10.109,454,0.0178446,0.032,0,49840.8,0
10.123,455,0.0118446,0.014,0,49873.9,0
10.137,456,0.00584458,0.014,0,49907,0
10.157,457,0.00584458,0.02,52631.6,49907.2,0
10.188,458,0.0168446,0.031,0,49847.6,0
10.208,459,0.0168446,0.02,0,49848,0
10.217,460,0.00584458,0.009,0,49907.8,0
10.248,461,0.0168446,0.031,0,49848.6,0
10.269,462,0.0178446,0.021,44642.9,49843.6,0
10.282,463,0.0108446,0.013,0,49881.5,0
10.302,464,0.0108446,0.02,0,49881.7,0
10.317,465,0.00584458,0.015,0,49908.8,0
10.342,466,0.0108446,0.025,0,49882.3,0
10.368,467,0.0168446,0.026,0,49850.6,0
10.377,468,0.00584458,0.009,55555.6,49909.4,0
10.397,469,0.00584458,0.02,0,49909.5,0
10.423,470,0.0118446,0.026,0,49878,0
10.443,471,0.0118446,0.02,0,49878.2,0
10.457,472,0.00584458,0.014,0,49910.1,0
10.477,473,0.00584458,0.02,50000,49910.3,0
10.497,474,0.00584458,0.02,0,49910.5,0
10.518,475,0.00684458,0.021,0,49905.4,0
10.546,476,0.0148446,0.028,0,49863.8,0
10.563,477,0.0118446,0.017,0,49879.7,0
10.578,478,0.00684458,0.015,49505,49906,0
10.597,479,0.00584458,0.019,0,49911.4,0
10.622,480,0.0108446,0.025,0,49885.7,0
10.647,481,0.0158446,0.025,0,49860.1,0
10.658,482,0.00684458,0.011,0,49906.8,0
10.678,483,0.00684458,0.02,50000,49907,0
10.702,484,0.0108446,0.024,0,49886.6,0
10.727,485,0.0158446,0.025,0,49861.2,0
10.737,486,0.00584458,0.01,0,49912.7,0
10.758,487,0.00684458,0.021,0,49907.8,0
10.779,488,0.00784458,0.021,49505,49902.9,0
10.803,489,0.0118446,0.024,0,49882.7,0
10.818,490,0.00684458,0.015,0,49908.3,0
10.838,491,0.00684458,0.02,0,49908.5,0
10.866,492,0.0148446,0.028,0,49868.2,0
10.88,493,0.00884458,0.014,49505,49898.8,0
10.898,494,0.00684458,0.018,0,49909.1,0
10.918,495,0.00684458,0.02,0,49909.3,0
10.936,496,0.00484458,0.018,0,49919.5,0
